FID,wkb_geometry,pk_class,pk_code,dc_id,construction_and_technical_condition,longitude,latitude,height,construction_type,material,standard_load_capacity_per_t,exclusive_load_capacity_per_t,exceptional_load_capacity_per_t,method_of_determination,subject_of_bridging,section_owner,section_manager,district,section_id,section_station_of_beginning_dc_m,kilometer_station_of_beginning_dc_km,cumulative_starting_station_dc_km
bridges_dc.323,POINT (48.711429549 20.702451575),cesta II. triedy,549,M7697.01,Havarijný,20.7024515750,48.7114295490,604.186749,klenbová,kameň,10,16,46,odhadom,Vodný tok,KE SK,SC KSK - SNV,Gelnica,291921,793,14,14
bridges_dc.324,POINT (48.705421825 20.675724412),cesta II. triedy,549,M1149.01,Dobrý,20.6757244120,48.7054218250,685.271500,dosková,prefabrikovaný železobetón,47,116,420,odhadom,Vodný tok,KE SK,SC KSK - SNV,Gelnica,291922,1,16,16
bridges_dc.325,POINT (48.667076407 20.610437258),cesta II. triedy,549,M4307.01,Uspokojivý,20.6104372580,48.6670764070,470.888000,klenbová,kameň,29,55,236,odhadom,Vodný tok,KE SK,SC KSK - RV,Rožňava,4514,7,28,27
bridges_dc.326,POINT (48.610115823 20.99885155),cesta II. triedy,550,M5425.01,Uspokojivý,20.9988515500,48.6101158230,208.109500,dosková,prefabrikovaný predpätý betón,33,52,196,odhadom,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,451315,8,1,1
bridges_dc.327,POINT (48.629833537 21.00689378),cesta II. triedy,550,M2768.01,Zlý,21.0068937800,48.6298335370,222.895000,dosková,monolitický železobetón,8,30,170,odhadom,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,451322,383,3,3
bridges_dc.328,POINT (48.67964392 20.97843927),cesta II. triedy,550,M7185.01,Uspokojivý,20.9784392700,48.6796439200,256.244250,dosková,prefabrikovaný predpätý betón,26,73,310,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,451326,10,10,9
bridges_dc.329,POINT (48.687591555 21.283062897),cesta II. triedy,552,M4898.01,Dobrý,21.2830628970,48.6875915550,197.767749,trámová,prefabrikovaný predpätý betón,30,72,158,podľa tabuliek,Vodný tok,KE,MAG-KE,Košice IV,294254,166,4,0
bridges_dc.330,POINT (48.670237007 21.31093976),cesta II. triedy,552,M388.01,Veľmi dobrý,21.3109397600,48.6702370070,191.557249,trámová,prefabrikovaný predpätý betón,32,80,196,odhadom,Vodný tok,KE,MAG-KE,Košice IV,294269,62,7,3
bridges_dc.331,POINT (48.65736488 21.355820933),cesta II. triedy,552,M210.01,Zlý,21.3558209330,48.6573648800,184.232000,trámová,monolitický železobetón,16,30,75,odhadom,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,451385,10,10,6
bridges_dc.332,POINT (48.657992053 21.381430465),cesta II. triedy,552,M5144.01,Zlý,21.3814304650,48.6579920530,205.031000,rámová,prefabrikovaný železobetón,50,107,378,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,1305856,57,15,11
bridges_dc.333,POINT (48.659074246 21.393667809),cesta II. triedy,552,M7439.01,Zlý,21.3936678090,48.6590742460,198.035000,dosková,monolitický železobetón,32,80,172,odhadom,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,4616,181,16,12
bridges_dc.334,POINT (48.652512241 21.404660619),cesta II. triedy,552,M3812.01,Zlý,21.4046606190,48.6525122410,243.527749,dosková,prefabrikovaný predpätý betón,32,80,196,projektovaná,Železnica,KE SK,SC KSK - KS,Košice - okolie,451375,135,17,13
bridges_dc.335,POINT (48.636276214 21.489858746),cesta II. triedy,552,M970.01,Zlý,21.4898587460,48.6362762140,276.617750,dosková,prefabrikovaný predpätý betón,24,57,158,odhadom,Železnica,KE SK,SC KSK - KS,Košice - okolie,4494,606,24,20
bridges_dc.336,POINT (48.634472651 21.506611322),cesta II. triedy,552,M1269.01,Veľmi zlý,21.5066113220,48.6344726510,209.452499,dosková,monolitický železobetón,24,30,189,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,4494,1,26,21
bridges_dc.337,POINT (48.631586741 21.51719487),cesta II. triedy,552,M7366.01,Zlý,21.5171948700,48.6315867410,198.614249,dosková,monolitický železobetón,26,31,160,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,4494,2,26,22
bridges_dc.338,POINT (48.628394395 21.525536592),cesta II. triedy,552,M7674.01,Uspokojivý,21.5255365920,48.6283943950,195.336750,dosková,monolitický železobetón,19,24,151,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,8869,131,27,23
bridges_dc.339,POINT (48.638330234 21.557345589),cesta II. triedy,552,M7342.01,Zlý,21.5573455890,48.6383302340,217.585000,dosková,monolitický železobetón,26,46,228,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,8870,568,31,27
bridges_dc.340,POINT (48.644235777 21.570122805),cesta II. triedy,552,M4225.01,Uspokojivý,21.5701228050,48.6442357770,203.658500,dosková,prefabrikovaný železobetón,33,77,385,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,182958,261,32,28
bridges_dc.341,POINT (48.612259655 21.611900696),cesta II. triedy,552,M666.01,Zlý,21.6119006960,48.6122596550,141.524999,dosková,prefabrikovaný železobetón,31,84,277,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,182967,64,37,33
bridges_dc.342,POINT (48.607370095 21.622486674),cesta II. triedy,552,M5168.01,Veľmi zlý,21.6224866740,48.6073700950,134.373749,dosková,prefabrikovaný železobetón,19,48,117,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,4360,199,38,34
bridges_dc.343,POINT (48.586175204 21.641792597),cesta II. triedy,552,M2243.01,Zlý,21.6417925970,48.5861752040,128.065250,trámová,prefabrikovaný predpätý betón,24,59,104,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,184787,302,41,37
bridges_dc.344,POINT (48.563049339 21.65666687),cesta II. triedy,552,M3896.01,Dobrý,21.6566668700,48.5630493390,134.083750,trámová,prefabrikovaný predpätý betón,18,43,78,podľa tabuliek,Železnica,KE SK,SC KSK - TV,Trebišov,4352,677,44,40
bridges_dc.345,POINT (48.557260497 21.668611514),cesta II. triedy,552,M1327.01,Veľmi zlý,21.6686115140,48.5572604970,120.243000,trámová,prefabrikovaný predpätý betón,24,50,120,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,4352,1,45,41
bridges_dc.346,POINT (48.546598943 21.706393235),cesta II. triedy,552,M5170.01,Zlý,21.7063932350,48.5465989430,111.603749,trámová,prefabrikovaný železobetón,36,82,387,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,187322,1,48,44
bridges_dc.347,POINT (48.539236659 21.728025479),cesta II. triedy,552,M7745.01,Uspokojivý,21.7280254790,48.5392366590,105.651750,dosková,prefabrikovaný predpätý betón,33,65,119,odhadom,Vodný tok,KE SK,SC KSK - TV,Trebišov,1257463,633,50,46
bridges_dc.348,POINT (48.520239824 21.752827678),cesta II. triedy,552,M2210.01,Uspokojivý,21.7528276780,48.5202398240,117.372499,rámová,prefabrikovaný železobetón,50,89,420,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,184763,393,54,50
bridges_dc.349,POINT (48.5087742 21.810387877),cesta II. triedy,552,M2774.01,Havarijný,21.8103878770,48.5087742000,105.601750,oblúková,prefabrikovaný predpätý betón,22,67,156,odhadom,Vodný tok,KE SK,SC KSK - TV,Trebišov,4063,657,59,55
bridges_dc.350,POINT (48.5087742 21.810387877),cesta II. triedy,552,M2774.01,Havarijný,21.8103878770,48.5087742000,105.601750,oblúková,prefabrikovaný predpätý betón,22,67,156,odhadom,Vodný tok,KE SK,SC KSK - MI,Michalovce,982978,0,59,55
bridges_dc.351,POINT (48.513326189 21.821456189),cesta II. triedy,552,M7783.01,Zlý,21.8214561890,48.5133261890,98.940499,dosková,prefabrikovaný železobetón,47,105,295,podľa tabuliek,Kanál,KE SK,SC KSK - MI,Michalovce,354483,639,60,56
bridges_dc.352,POINT (48.516960259 21.829787355),cesta II. triedy,552,M48.01,Uspokojivý,21.8297873550,48.5169602590,98.873000,dosková,prefabrikovaný železobetón,26,77,280,podľa tabuliek,Kanál,KE SK,SC KSK - MI,Michalovce,354483,1,61,57
bridges_dc.353,POINT (48.529519105 21.859635005),cesta II. triedy,552,M5206.01,Uspokojivý,21.8596350050,48.5295191050,99.876000,dosková,monolitický železobetón,26,49,252,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,354483,3,63,59
bridges_dc.354,POINT (48.562965859 21.923404491),cesta II. triedy,552,M1828.01,Bezchybný,21.9234044910,48.5629658590,103.690499,trámová,prefabrikovaný predpätý betón,32,80,196,statický výpočet,Kanál,KE SK,SC KSK - MI,Michalovce,361562,802,70,66
bridges_dc.355,POINT (48.570076423 21.973821686),cesta II. triedy,552,M1683.01,Veľmi zlý,21.9738216860,48.5700764230,106.095749,trámová,prefabrikovaný predpätý betón,23,36,95,odhadom,Záplavové územie,KE SK,SC KSK - MI,Michalovce,4026,132,74,70
bridges_dc.356,POINT (48.569904059 21.981359643),cesta II. triedy,552,M1510.01,Veľmi zlý,21.9813596430,48.5699040590,105.234750,trámová,prefabrikovaný predpätý betón,21,74,89,odhadom,Vodný tok,KE SK,SC KSK - MI,Michalovce,4026,652,74,70
bridges_dc.357,POINT (48.559274147 22.002019565),cesta II. triedy,552,M3088.01,Veľmi zlý,22.0020195650,48.5592741470,110.370500,trámová,prefabrikovaný predpätý betón,28,80,336,podľa tabuliek,Železnica,KE SK,SC KSK - MI,Michalovce,354613,374,76,72
bridges_dc.358,POINT (48.557458261 22.043442596),cesta II. triedy,552,M6042.01,Veľmi zlý,22.0434425960,48.5574582610,100.765499,dosková,prefabrikovaný predpätý betón,38,80,256,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,354614,2,80,75
bridges_dc.359,POINT (48.556913753 22.122719125),cesta II. triedy,552,M6283.01,Zlý,22.1227191250,48.5569137530,106.735000,rámová,prefabrikovaný železobetón,50,130,420,odhadom,Kanál,KE SK,SC KSK - MI,Michalovce,3087,1,86,82
bridges_dc.360,POINT (48.728062479 21.787961359),cesta II. triedy,554,M3126.01,Zlý,21.7879613590,48.7280624790,110.036999,dosková,monolitický železobetón,22,31,234,podľa tabuliek,Kanál,KE SK,SC KSK - MI,Michalovce,355603,6,37,22
bridges_dc.361,POINT (48.743426258 21.78339301),cesta II. triedy,554,M1077.01,Zlý,21.7833930100,48.7434262580,109.430500,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,355609,1,39,23
bridges_dc.362,POINT (48.760348961 21.783452658),cesta II. triedy,554,M5835.01,Uspokojivý,21.7834526580,48.7603489610,114.808000,dosková,monolitický železobetón,24,30,189,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,355610,4,41,25
bridges_dc.363,POINT (48.767907884 21.783111352),cesta II. triedy,554,M5827.01,Zlý,21.7831113520,48.7679078840,119.252750,dosková,monolitický železobetón,10,24,151,podľa tabuliek,Kanál,KE SK,SC KSK - MI,Michalovce,355611,744,42,26
bridges_dc.364,POINT (48.777568989 21.780561976),cesta II. triedy,554,M2107.01,Veľmi zlý,21.7805619760,48.7775689890,124.683749,dosková,monolitický železobetón,26,31,160,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,354506,447,43,27
bridges_dc.365,POINT (48.787931008 21.77831838),cesta II. triedy,554,M2387.01,Zlý,21.7783183800,48.7879310080,123.743499,dosková,monolitický železobetón,26,45,252,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,354506,1,44,29
bridges_dc.366,POINT (48.678757672 21.994145752),cesta II. triedy,555,M3929.01,Veľmi zlý,21.9941457520,48.6787576720,103.452000,dosková,prefabrikovaný železobetón,38,94,290,podľa tabuliek,Kanál,KE SK,SC KSK - MI,Michalovce,355597,1,8,8
bridges_dc.367,POINT (48.646087783 22.010958991),cesta II. triedy,555,M4356.01,Havarijný,22.0109589910,48.6460877830,102.324250,trámová,prefabrikovaný predpätý betón,14,32,81,odhadom,Vodný tok,KE SK,SC KSK - MI,Michalovce,354592,14,13,13
bridges_dc.368,POINT (48.628430211 22.04484632),cesta II. triedy,555,M4732.01,Uspokojivý,22.0448463200,48.6284302110,106.813999,trámová,prefabrikovaný predpätý betón,20,61,96,odhadom,Vodný tok,KE SK,SC KSK - MI,Michalovce,354599,116,17,16
bridges_dc.369,POINT (48.580595779 22.099673737),cesta II. triedy,555,M1027.01,Veľmi zlý,22.0996737370,48.5805957790,105.051500,dosková,prefabrikovaný predpätý betón,21,53,177,odhadom,Vodná nádrž,KE SK,SC KSK - MI,Michalovce,354674,366,23,23
bridges_dc.370,POINT (48.547990802 22.072314208),cesta II. triedy,555,M1483.01,Veľmi zlý,22.0723142080,48.5479908020,100.956749,dosková,prefabrikovaný železobetón,40,88,240,podľa tabuliek,Kanál,KE SK,SC KSK - MI,Michalovce,355654,294,27,27
bridges_dc.371,POINT (48.525329466 22.052432878),cesta II. triedy,555,M2479.01,Veľmi zlý,22.0524328780,48.5253294660,101.180500,dosková,monolitický železobetón,21,34,302,podľa tabuliek,Záplavové územie,KE SK,SC KSK - MI,Michalovce,355657,717,30,30
bridges_dc.372,POINT (48.515104152 22.054069186),cesta II. triedy,555,M861.01,Zlý,22.0540691860,48.5151041520,52.352499,dosková,monolitický železobetón,22,44,57,odhadom,Vodný tok,KE SK,SC KSK - MI,Michalovce,355657,1,31,31
bridges_dc.373,POINT (48.510671424 22.054378469),cesta II. triedy,555,M3689.01,Veľmi zlý,22.0543784690,48.5106714240,104.428499,klenbová,monolitický prostý betón,16,50,157,odhadom,Záplavové územie,KE SK,SC KSK - MI,Michalovce,355657,2,32,32
bridges_dc.374,POINT (48.507786888 22.054854333),cesta II. triedy,555,M627.01,Zlý,22.0548543330,48.5077868880,100.774999,dosková,monolitický železobetón,28,55,72,odhadom,Vodný tok,KE SK,SC KSK - MI,Michalovce,355658,137,32,32
bridges_dc.375,POINT (48.500417499 22.051980916),cesta II. triedy,555,M5487.01,Uspokojivý,22.0519809160,48.5004174990,103.683749,trámová,monolitický železobetón,22,38,147,odhadom,Vodný tok,KE SK,SC KSK - TV,Trebišov,8859,161,33,33
bridges_dc.376,POINT (48.48620083 22.037739376),cesta II. triedy,555,M946.01,Zlý,22.0377393760,48.4862008300,99.778250,dosková,prefabrikovaný železobetón,19,48,117,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,8859,2,35,35
bridges_dc.377,POINT (48.482675931 22.032557992),cesta II. triedy,555,M14.01,Veľmi zlý,22.0325579920,48.4826759310,100.475000,dosková,monolitický prostý betón,21,38,218,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,8859,2,35,35
bridges_dc.378,POINT (48.784600003 22.248134777),cesta II. triedy,566,M7232.01,Veľmi zlý,22.2481347770,48.7846000030,213.763999,dosková,prefabrikovaný predpätý betón,22,40,80,odhadom,Vodný tok,KE SK,SC KSK - MI,Sobrance,272192,64,6,6
bridges_dc.379,POINT (48.799169758 22.268006957),cesta II. triedy,566,M7656.01,Veľmi dobrý,22.2680069570,48.7991697580,273.255999,dosková,monolitický železobetón,22,31,234,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Sobrance,272192,2,8,8
bridges_dc.380,POINT (48.817540541 22.299997342),cesta II. triedy,566,M2117.01,Veľmi dobrý,22.2999973420,48.8175405410,337.436499,dosková,prefabrikovaný železobetón,36,86,420,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Sobrance,272177,272,11,11
bridges_dc.381,POINT (48.840389269 22.323375743),cesta II. triedy,566,M6735.01,Veľmi dobrý,22.3233757430,48.8403892690,322.281499,dosková,prefabrikovaný železobetón,35,75,332,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Sobrance,272180,1,15,15
bridges_dc.382,POINT (48.852290495 22.349716723),cesta II. triedy,566,M260.01,Veľmi dobrý,22.3497167230,48.8522904950,283.708499,dosková,prefabrikovaný železobetón,35,76,331,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Sobrance,2149,97,18,18
bridges_dc.383,POINT (48.85585315 22.353155722),cesta II. triedy,566,M2662.01,Veľmi dobrý,22.3531557220,48.8558531500,277.851500,dosková,prefabrikovaný železobetón,31,72,297,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Sobrance,272160,158,18,18
bridges_dc.384,POINT (48.862892198 22.355341264),cesta II. triedy,566,M2663.01,Veľmi zlý,22.3553412640,48.8628921980,265.003500,trámová,monolitický železobetón,22,40,100,odhadom,Vodný tok,KE SK,SC KSK - MI,Sobrance,272163,649,19,19
bridges_dc.385,POINT (48.81250111 21.51601848),cesta II. triedy,576,M7142.01,Havarijný,21.5160184800,48.8125011100,570.901500,trámová,oceľ -  plnostenná,6,16,39,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,1303859,1,18,19
bridges_dc.386,POINT (48.72122983 21.437092335),cesta II. triedy,576,M5726.01,Zlý,21.4370923350,48.7212298300,233.714000,dosková,prefabrikovaný železobetón,21,50,232,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,1068554,235,32,32
bridges_dc.387,POINT (48.69483659 21.438495025),cesta II. triedy,576,M7124.01,Uspokojivý,21.4384950250,48.6948365900,248.376499,klenbová,kameň,4,20,98,odhadom,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,452641,1,35,35
bridges_dc.388,POINT (48.682710151 21.431801198),cesta II. triedy,576,M5479.01,Veľmi zlý,21.4318011980,48.6827101510,225.945999,dosková,monolitický železobetón,24,30,169,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,452647,10,37,37
bridges_dc.389,POINT (48.658588964 21.400706398),cesta II. triedy,576,M3741.01,Veľmi zlý,21.4007063980,48.6585889640,206.923999,dosková,prefabrikovaný železobetón,31,72,297,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,452658,218,41,41
bridges_dc.390,POINT (48.760147182 21.919972718),cesta II. triedy,582,M1608.01,Veľmi zlý,21.9199727180,48.7601471820,114.615000,trámová,prefabrikovaný predpätý betón,30,68,149,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,642641,40,0,1
bridges_dc.391,POINT (48.789028749 21.946126892),cesta II. triedy,582,M6860.01,Veľmi zlý,21.9461268920,48.7890287490,117.126749,trámová,prefabrikovaný predpätý betón,30,63,170,podľa tabuliek,Kanál,KE SK,SC KSK - MI,Michalovce,355667,229,5,5
bridges_dc.392,POINT (48.797854258 21.957982963),cesta II. triedy,582,M3540.01,Zlý,21.9579829630,48.7978542580,0.000000,dosková,prefabrikovaný železobetón,31,71,301,podľa tabuliek,"Vodný tok,  Vodný tok",KE SK,SC KSK - MI,Michalovce,6265,81,6,7
bridges_dc.393,POINT (48.804894664 22.00272262),cesta II. triedy,582,M7805.01,Uspokojivý,22.0027226200,48.8048946640,0.000000,dosková,prefabrikovaný železobetón,30,69,311,podľa tabuliek,"Vodný tok,  Vodný tok",KE SK,SC KSK - MI,Michalovce,354698,140,10,11
bridges_dc.394,POINT (48.804894664 22.00272262),cesta II. triedy,582,M7805.01,Uspokojivý,22.0027226200,48.8048946640,0.000000,dosková,prefabrikovaný železobetón,30,69,311,podľa tabuliek,"Vodný tok,  Vodný tok",KE SK,SC KSK - MI,Michalovce,354709,29,10,11
bridges_dc.395,POINT (48.797854258 21.957982963),cesta II. triedy,582,M3540.01,Zlý,21.9579829630,48.7978542580,0.000000,dosková,prefabrikovaný železobetón,31,71,301,podľa tabuliek,"Vodný tok,  Vodný tok",KE SK,SC KSK - MI,Michalovce,354719,537,6,7
bridges_dc.396,POINT (48.789078905 21.945979434),cesta II. triedy,582,M6554.01,Veľmi zlý,21.9459794340,48.7890789050,117.436749,trámová,prefabrikovaný predpätý betón,39,113,233,podľa tabuliek,Kanál,KE SK,SC KSK - MI,Michalovce,365972,69,5,6
bridges_dc.397,POINT (48.809795897 22.02784283),cesta II. triedy,582,M2791.01,Veľmi zlý,22.0278428300,48.8097958970,118.513000,dosková,prefabrikovaný železobetón,39,105,347,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,355644,154,12,13
bridges_dc.398,POINT (48.813337783 22.063572086),cesta II. triedy,582,M1193.01,Veľmi zlý,22.0635720860,48.8133377830,116.303000,dosková,prefabrikovaný železobetón,39,105,347,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,355645,2,14,15
bridges_dc.399,POINT (48.817488785 22.072052269),cesta II. triedy,582,M237.01,Zlý,22.0720522690,48.8174887850,119.972500,dosková,prefabrikovaný železobetón,31,83,278,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,355647,269,15,16
bridges_dc.400,POINT (48.815475394 22.089635039),cesta II. triedy,582,M721.01,Veľmi zlý,22.0896350390,48.8154753940,125.785000,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,355650,44,17,17
bridges_dc.401,POINT (48.822068203 22.118216662),cesta II. triedy,582,M6534.01,Uspokojivý,22.1182166620,48.8220682030,167.251499,dosková,prefabrikovaný železobetón,26,41,298,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,354521,997,19,20
bridges_dc.402,POINT (48.823363517 22.133893022),cesta II. triedy,582,M5218.01,Veľmi zlý,22.1338930220,48.8233635170,190.047000,dosková,prefabrikovaný železobetón,32,71,330,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,354524,12,20,21
bridges_dc.403,POINT (48.813337621 22.150155615),cesta II. triedy,582,M368.01,Zlý,22.1501556150,48.8133376210,176.260250,dosková,prefabrikovaný železobetón,25,59,238,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Sobrance,2197,357,22,23
bridges_dc.404,POINT (48.775642047 22.165049132),cesta II. triedy,582,M3399.01,Uspokojivý,22.1650491320,48.7756420470,140.937749,dosková,prefabrikovaný predpätý betón,48,89,320,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Sobrance,272220,44,27,28
